fold,price_only,price+sentiment,delta
1,0.007612095933263815,0.0408237747653806,0.03321167883211679
2,0.047966631908237745,0.056530239833159523,0.008563607924921779
3,0.020828988529718446,0.025977580813347226,0.005148592283628781
4,0.052758934010794054,-0.01088043982813306,-0.06363937383892712
5,0.04322766649408985,0.07258954549100534,0.02936187899691549
